0,7,825.0,320.5,950.0,500.5
0,8,829.0,319.5,954.0,499.5
1,8,268.5,988.5,428.5,1180.5
2,8,311.5,347.5,455.5,603.5
0,9,833.0,317.5,958.0,497.5
1,9,261.5,996.5,421.5,1188.5
2,9,313.5,345.5,457.5,601.5
3,9,1685.5,834.5,1765.5,1090.5
0,10,838.0,315.5,963.0,495.5
1,10,253.5,1004.5,413.5,1196.5
2,10,317.5,341.5,461.5,597.5
3,10,1662.0,836.5,1797.0,1106.5
0,11,806.5,319.5,1006.5,519.5
1,11,245.5,1012.5,405.5,1204.5
2,11,311.5,347.5,455.5,603.5
3,11,1662.0,841.5,1797.0,1111.5
0,12,806.5,319.5,1006.5,519.5
1,12,245.5,1012.5,405.5,1204.5
2,12,311.5,347.5,455.5,603.5
3,12,1662.0,841.5,1797.0,1111.5
0,13,806.5,319.5,1006.5,519.5
1,13,245.5,1012.5,405.5,1204.5
2,13,311.5,347.5,455.5,603.5
3,13,1662.0,841.5,1797.0,1111.5
0,14,809.5,317.5,1009.5,517.5
1,14,238.5,1018.5,398.5,1210.5
2,14,311.5,347.5,455.5,603.5
3,14,1663.0,847.5,1798.0,1117.5
0,15,811.5,315.5,1011.5,515.5
1,15,242.5,981.5,434.5,1269.5
2,15,311.5,347.5,455.5,603.5
3,15,1664.0,851.5,1799.0,1121.5
0,16,814.5,312.5,1014.5,512.5
1,16,235.5,985.5,427.5,1273.5
2,16,311.5,347.5,455.5,603.5
3,16,1665.0,855.5,1800.0,1125.5
0,17,816.5,310.5,1016.5,510.5
1,17,227.5,989.5,419.5,1277.5
2,17,306.5,367.5,522.5,687.5
3,17,1666.0,858.5,1801.0,1128.5
4,17,769.0,1005.5,894.0,1155.5
0,18,816.5,310.5,1016.5,510.5
1,18,227.5,989.5,419.5,1277.5
2,18,306.5,367.5,522.5,687.5
3,18,1666.0,858.5,1801.0,1128.5
4,18,769.0,1005.5,894.0,1155.5
0,19,818.5,307.5,1018.5,507.5
1,19,221.5,995.5,413.5,1283.5
2,19,306.5,367.5,522.5,687.5
3,19,1667.0,862.5,1802.0,1132.5
4,19,773.0,998.5,898.0,1148.5
0,20,820.5,306.5,1020.5,506.5
1,20,215.5,1001.5,407.5,1289.5
2,20,306.5,367.5,522.5,687.5
3,20,1667.0,865.5,1802.0,1135.5
4,20,777.0,993.5,902.0,1143.5
0,21,823.5,304.5,1023.5,504.5
1,21,209.5,1009.5,401.5,1297.5
2,21,306.5,367.5,522.5,687.5
3,21,1668.0,870.5,1803.0,1140.5
4,21,781.0,987.5,906.0,1137.5
0,22,823.5,304.5,1023.5,504.5
1,22,203.5,1016.5,395.5,1304.5
2,22,306.5,367.5,522.5,687.5
3,22,1722.0,810.5,1965.0,1210.5
4,22,785.0,983.5,910.0,1133.5
0,23,823.5,304.5,1023.5,504.5
1,23,189.5,1025.5,381.5,1313.5
2,23,306.5,367.5,522.5,687.5
3,23,1723.0,815.5,1966.0,1215.5
4,23,789.0,980.5,914.0,1130.5
5,23,827.5,569.5,917.5,825.5
6,23,980.5,73.5,1172.5,223.5
0,24,823.5,304.5,1023.5,504.5
1,24,189.5,1025.5,381.5,1313.5
2,24,306.5,367.5,522.5,687.5
3,24,1723.0,815.5,1966.0,1215.5
4,24,789.0,980.5,914.0,1130.5
5,24,827.5,569.5,917.5,825.5
6,24,980.5,73.5,1172.5,223.5
0,25,834.5,301.5,1034.5,501.5
1,25,180.5,1032.5,372.5,1320.5
2,25,306.5,367.5,522.5,687.5
3,25,1724.0,821.5,1967.0,1221.5
4,25,794.0,976.5,919.0,1126.5
5,25,824.5,573.5,914.5,829.5
6,25,981.5,73.5,1173.5,223.5
0,26,837.5,302.5,1037.5,502.5
1,26,171.5,1039.5,363.5,1327.5
2,26,306.5,367.5,522.5,687.5
3,26,1726.0,827.5,1969.0,1227.5
4,26,799.0,973.5,924.0,1123.5
5,26,820.5,576.5,910.5,832.5
6,26,981.5,73.5,1173.5,223.5
7,26,206.5,440.5,302.5,632.5
0,27,841.5,302.5,1041.5,502.5
1,27,161.5,1044.5,353.5,1332.5
2,27,306.5,367.5,522.5,687.5
3,27,1729.0,832.5,1972.0,1232.5
4,27,804.0,969.5,929.0,1119.5
5,27,816.5,579.5,906.5,835.5
6,27,981.5,73.5,1173.5,223.5
7,27,200.5,441.5,296.5,633.5
0,28,845.5,301.5,1045.5,501.5
1,28,152.5,1049.5,344.5,1337.5
2,28,306.5,367.5,522.5,687.5
3,28,1732.0,837.5,1975.0,1237.5
4,28,810.0,963.5,935.0,1113.5
5,28,812.5,581.5,902.5,837.5
6,28,981.5,73.5,1173.5,223.5
7,28,195.5,442.5,291.5,634.5
0,29,848.5,299.5,1048.5,499.5
1,29,143.5,1052.5,335.5,1340.5
2,29,306.5,367.5,522.5,687.5
3,29,1735.0,841.5,1978.0,1241.5
4,29,815.0,958.5,940.0,1108.5
5,29,808.5,584.5,898.5,840.5
6,29,981.5,73.5,1173.5,223.5
7,29,189.5,445.5,285.5,637.5
8,29,410.5,294.5,500.5,494.5
0,30,848.5,299.5,1048.5,499.5
1,30,143.5,1052.5,335.5,1340.5
2,30,306.5,367.5,522.5,687.5
3,30,1735.0,841.5,1978.0,1241.5
4,30,815.0,958.5,940.0,1108.5
5,30,808.5,584.5,898.5,840.5
6,30,981.5,73.5,1173.5,223.5
7,30,189.5,445.5,285.5,637.5
8,30,410.5,294.5,500.5,494.5
0,31,851.5,297.5,1051.5,497.5
1,31,137.5,1055.5,329.5,1343.5
2,31,306.5,367.5,522.5,687.5
3,31,1737.0,844.5,1980.0,1244.5
4,31,819.0,952.5,944.0,1102.5
5,31,806.5,588.5,896.5,844.5
6,31,992.5,72.5,1184.5,222.5
7,31,183.5,448.5,279.5,640.5
8,31,413.5,294.5,503.5,494.5
0,32,853.5,294.5,1053.5,494.5
1,32,129.5,1060.5,321.5,1348.5
2,32,306.5,367.5,522.5,687.5
3,32,1740.0,848.5,1983.0,1248.5
4,32,804.5,974.5,964.5,1190.5
5,32,802.5,590.5,892.5,846.5
6,32,980.5,73.5,1172.5,223.5
7,32,177.5,451.5,273.5,643.5
8,32,416.5,294.5,506.5,494.5
0,33,855.5,291.5,1055.5,491.5
1,33,119.5,1066.5,311.5,1354.5
2,33,306.5,367.5,522.5,687.5
3,33,1743.0,853.5,1986.0,1253.5
4,33,808.5,968.5,968.5,1184.5
5,33,797.5,592.5,887.5,848.5
6,33,980.5,73.5,1172.5,223.5
7,33,171.5,455.5,267.5,647.5
8,33,420.5,294.5,510.5,494.5
0,34,858.5,288.5,1058.5,488.5
1,34,111.5,1073.5,303.5,1361.5
2,34,306.5,367.5,522.5,687.5
3,34,1744.0,856.5,1987.0,1256.5
4,34,812.5,963.5,972.5,1179.5
5,34,792.5,595.5,882.5,851.5
6,34,980.5,73.5,1172.5,223.5
7,34,164.5,457.5,260.5,649.5
8,34,424.5,294.5,514.5,494.5
0,35,862.5,285.5,1062.5,485.5
1,35,102.5,1082.5,294.5,1370.5
2,35,306.5,367.5,522.5,687.5
3,35,1747.0,861.5,1990.0,1261.5
4,35,817.5,960.5,977.5,1176.5
5,35,788.5,598.5,878.5,854.5
6,35,980.5,73.5,1172.5,223.5
7,35,157.5,460.5,253.5,652.5
8,35,429.5,293.5,519.5,493.5
0,36,862.5,285.5,1062.5,485.5
1,36,102.5,1082.5,294.5,1370.5
2,36,306.5,367.5,522.5,687.5
3,36,1747.0,861.5,1990.0,1261.5
4,36,817.5,959.5,977.5,1175.5
5,36,788.5,598.5,878.5,854.5
6,36,980.5,73.5,1172.5,223.5
7,36,157.5,460.5,253.5,652.5
8,36,429.5,293.5,519.5,493.5
0,37,865.5,284.5,1065.5,484.5
1,37,94.5,1092.5,286.5,1380.5
2,37,306.5,367.5,522.5,687.5
3,37,1748.0,865.5,1991.0,1265.5
4,37,821.5,956.5,981.5,1172.5
5,37,785.5,602.5,875.5,858.5
6,37,980.5,73.5,1172.5,223.5
7,37,149.5,462.5,245.5,654.5
8,37,434.5,292.5,524.5,492.5
0,38,869.5,283.5,1069.5,483.5
1,38,86.5,1101.5,278.5,1389.5
2,38,306.5,367.5,522.5,687.5
3,38,1750.0,872.5,1993.0,1272.5
4,38,825.5,952.5,985.5,1168.5
5,38,781.5,605.5,871.5,861.5
6,38,980.5,73.5,1172.5,223.5
7,38,143.5,463.5,239.5,655.5
8,38,438.5,290.5,528.5,490.5
0,39,872.5,282.5,1072.5,482.5
1,39,79.5,1111.5,271.5,1399.5
2,39,306.5,367.5,522.5,687.5
3,39,1751.0,878.5,1994.0,1278.5
4,39,830.5,948.5,990.5,1164.5
5,39,777.5,608.5,867.5,864.5
6,39,980.5,73.5,1172.5,223.5
7,39,136.5,464.5,232.5,656.5
8,39,442.5,288.5,532.5,488.5
0,40,875.5,282.5,1075.5,482.5
1,40,72.5,1119.5,264.5,1407.5
2,40,306.5,367.5,522.5,687.5
3,40,1753.0,885.5,1996.0,1285.5
4,40,833.5,943.5,993.5,1159.5
5,40,773.5,611.5,863.5,867.5
6,40,980.5,73.5,1172.5,223.5
7,40,130.5,464.5,226.5,656.5
8,40,446.5,285.5,536.5,485.5
0,41,879.5,282.5,1079.5,482.5
1,41,65.5,1127.5,257.5,1415.5
2,41,306.5,367.5,522.5,687.5
3,41,1755.0,891.5,1998.0,1291.5
4,41,837.5,937.5,997.5,1153.5
5,41,768.5,614.5,858.5,870.5
6,41,981.5,73.5,1173.5,223.5
7,41,124.5,466.5,220.5,658.5
8,41,450.5,282.5,540.5,482.5
0,42,879.5,282.5,1079.5,482.5
1,42,65.5,1127.5,257.5,1415.5
2,42,306.5,367.5,522.5,687.5
